1414-046-2,Day-Date  Certified Pre-Owned,2282,228239,40,45000,"Blue
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1414-046-2.html
1414-051-9,Explorer  Certified Pre-Owned,1999,14270,36,8000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1414-051-9.html
1413-999-8,Submariner Date  Certified Pre-Owned,1986,16800,40,13500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1413-999-8.html
1414-049-5,GMT-Master  Certified Pre-Owned,1999,16700,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1414-049-5.html
1414-047-3,Date  Certified Pre-Owned,2007,115200,34,7300,sales box (original),https://www.bucherer.com/rolex-certified-pre-owned/watches/date/1414-047-3.html
1413-946-5,Submariner Date  Certified Pre-Owned,2005,16610,40,10900,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1413-946-5.html
1413-949-8,Cosmograph Daytona  Certified Pre-Owned,,116500,40,32000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1413-949-8.html
1414-078-0,Day-Date  Certified Pre-Owned,1981,18039,36,22500,Blue,https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1414-078-0.html
1414-079-1,Yacht-Master  Certified Pre-Owned,2019,116621,40,15500,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1414-079-1.html
1414-082-6,Cosmograph Daytona  Certified Pre-Owned,2020,116500,40,32000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1414-082-6.html
1414-060-0,Datejust  Certified Pre-Owned,2010,116234,36,10000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1414-060-0.html
1414-073-5,Datejust  Certified Pre-Owned,2005,116234,36,10000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1414-073-5.html
1414-072-4,Datejust  Certified Pre-Owned,1992,16233,36,8000,"Champagne
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1414-072-4.html
1414-070-2,Oyster Perpetual  Certified Pre-Owned,2008,116034,36,8800,"Silver
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1414-070-2.html
1414-063-3,Sea-Dweller  Certified Pre-Owned,2002,16600,40,11500,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1414-063-3.html
1414-052-0,Submariner Date  Certified Pre-Owned,2011,116610,40,14000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1414-052-0.html
1414-045-1,Deepsea  Certified Pre-Owned,2015,116660,44,17500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1414-045-1.html
1414-059-7,Submariner  Certified Pre-Owned,2012,114060,40,14000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1414-059-7.html
1414-050-8,Turn-O-Graph  Certified Pre-Owned,2004,16264,36,8000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1414-050-8.html
1414-053-1,Explorer  Certified Pre-Owned,1998,14270,36,8400,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1414-053-1.html
1414-041-7,Date  Certified Pre-Owned,2002,15200,34,6000,"Silver
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/date/1414-041-7.html
1414-038-2,GMT-Master  Certified Pre-Owned,1990,16700,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1414-038-2.html
1414-039-3,GMT-Master II  Certified Pre-Owned,2017,116710,40,18500,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1414-039-3.html
1414-040-6,GMT-Master II  Certified Pre-Owned,2016,116710,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1414-040-6.html
1413-965-8,Oyster Perpetual  Certified Pre-Owned,1997,14000,34,6200,Blue,https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-965-8.html
1413-966-9,Datejust  Certified Pre-Owned,1986,69178,26,6200,Champagne,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-966-9.html
1413-958-9,Explorer  Certified Pre-Owned,2014,214270,39,9900,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1413-958-9.html
1413-963-6,Oyster Perpetual  Certified Pre-Owned,2008,116034,36,8400,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-963-6.html
1413-964-7,Datejust  Certified Pre-Owned,1988,16013,36,8500,Water resistance,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-964-7.html
1413-954-5,Submariner  Certified Pre-Owned,2016,114060,40,13500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1413-954-5.html
1413-957-8,Milgauss  Certified Pre-Owned,2008,116400,40,11500,White,https://www.bucherer.com/rolex-certified-pre-owned/watches/milgauss/1413-957-8.html
1413-956-7,Oyster Perpetual  Certified Pre-Owned,2018,114300,39,10500,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-956-7.html
1413-955-6,Turn-O-Graph  Certified Pre-Owned,2002,16264,36,8500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1413-955-6.html
1413-947-6,GMT-Master II  Certified Pre-Owned,2018,116710,40,19000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1413-947-6.html
1413-948-7,Turn-O-Graph  Certified Pre-Owned,2006,116264,36,9500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1413-948-7.html
1413-953-4,Submariner  Certified Pre-Owned,2017,114060,40,13500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1413-953-4.html
1413-944-3,Datejust  Certified Pre-Owned,2001,16200,36,7000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-944-3.html
1413-930-7,Date  Certified Pre-Owned,1997,15200,34,5500,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/date/1413-930-7.html
1413-939-6,Oyster Perpetual  Certified Pre-Owned,2005,14010M,34,5500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-939-6.html
1413-937-4,Explorer II  Certified Pre-Owned,1997,16570,40,11000,White,https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1413-937-4.html
1413-936-3,Day-Date  Certified Pre-Owned,2001,118205,36,27500,Rose,https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1413-936-3.html
1413-929-4,Datejust  Certified Pre-Owned,1988,16030,36,7200,Water resistance,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-929-4.html
1413-928-3,Yacht-Master  Certified Pre-Owned,2007,16622,40,13200,"Silver
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1413-928-3.html
1413-925-0,Air-King  Certified Pre-Owned,2020,116900,40,11000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/air-king/1413-925-0.html
1413-924-9,Explorer II  Certified Pre-Owned,2165,216570,42,12000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1413-924-9.html
1413-927-2,Datejust  Certified Pre-Owned,2007,116234,36,11500,"Silver
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-927-2.html
1413-824-6,GMT-Master II  Certified Pre-Owned,1976,16713,40,15900,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1413-824-6.html
1413-921-6,Air-King  Certified Pre-Owned,2019,116900,40,10500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/air-king/1413-921-6.html
1413-932-9,Oyster Perpetual  Certified Pre-Owned,2001,14000M,34,5700,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-932-9.html
1413-933-0,Oyster Perpetual  Certified Pre-Owned,2001,14000M,34,5700,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-933-0.html
1413-632-0,GMT-Master  Certified Pre-Owned,1995,16700,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1413-632-0.html
1413-648-8,Deepsea  Certified Pre-Owned,2011,116660,44,14500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1413-648-8.html
1413-633-1,GMT-Master II  Certified Pre-Owned,1997,16713,40,16800,Brown,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1413-633-1.html
1413-629-5,Datejust  Certified Pre-Owned,2010,116333,41,14700,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-629-5.html
1413-631-9,Datejust  Certified Pre-Owned,1993,16234,36,8500,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-631-9.html
1413-627-3,Explorer  Certified Pre-Owned,2006,114270,36,8000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1413-627-3.html
1413-624-0,Datejust  Certified Pre-Owned,2000,16220,36,7700,"Silver
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-624-0.html
1413-619-3,Datejust  Certified Pre-Owned,1994,69158,26,16500,Champagne,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-619-3.html
1413-621-7,Yacht-Master  Certified Pre-Owned,2004,16622,40,12700,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/yacht-master/1413-621-7.html
1413-617-1,Submariner Date  Certified Pre-Owned,2003,16613,40,14400,Blue,https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1413-617-1.html
1413-616-0,Turn-O-Graph  Certified Pre-Owned,2008,116264,36,9500,White,https://www.bucherer.com/rolex-certified-pre-owned/watches/turn-o-graph/1413-616-0.html
1413-593-0,Oyster Perpetual  Certified Pre-Owned,2004,14000M,34,5700,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-593-0.html
1413-588-3,Oyster Perpetual  Certified Pre-Owned,2004,14000,34,5700,White,https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-588-3.html
1413-600-2,Datejust  Certified Pre-Owned,2002,16233,36,9000,Champagne,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-600-2.html
1413-625-1,Datejust  Certified Pre-Owned,1992,16220,36,7700,"Silver
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-625-1.html
1413-596-3,Datejust  Certified Pre-Owned,2010,116334,41,12300,"Blue
sales box (original), sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-596-3.html
1413-623-9,Submariner Date  Certified Pre-Owned,1989,16613,40,14400,Blue,https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1413-623-9.html
1413-587-2,Explorer  Certified Pre-Owned,2003,114270,36,8000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1413-587-2.html
1413-590-7,Datejust  Certified Pre-Owned,2006,116200,36,9000,"Silver
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-590-7.html
1413-585-0,Datejust  Certified Pre-Owned,2012,116300,41,10600,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-585-0.html
1413-591-8,Datejust  Certified Pre-Owned,2006,116200,36,9000,"White
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-591-8.html
1413-583-8,Sea-Dweller  Certified Pre-Owned,2001,16600,40,11500,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1413-583-8.html
1413-586-1,Submariner Date  Certified Pre-Owned,2018,116610,40,21000,"Green
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1413-586-1.html
1413-582-7,Oyster Perpetual  Certified Pre-Owned,2002,14000,34,5700,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-582-7.html
1413-574-7,GMT-Master II  Certified Pre-Owned,2010,116710,40,15500,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1413-574-7.html
1413-571-4,GMT-Master II  Certified Pre-Owned,2011,116710,40,15500,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1413-571-4.html
1413-570-3,Submariner Date  Certified Pre-Owned,2007,16610T,40,17500,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1413-570-3.html
1413-569-0,GMT-Master II  Certified Pre-Owned,1993,16710,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1413-569-0.html
1413-296-4,Oyster Perpetual  Certified Pre-Owned,1994,14208,34,15000,"Blue
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/oyster-perpetual/1413-296-4.html
1413-210-2,GMT-Master II  Certified Pre-Owned,2015,116710,40,18500,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1413-210-2.html
1413-209-9,Deepsea  Certified Pre-Owned,2009,116660,44,15000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1413-209-9.html
1413-208-8,Explorer II  Certified Pre-Owned,2000,16570,40,11500,"White
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1413-208-8.html
1413-206-6,Datejust  Certified Pre-Owned,1995,16234,36,8200,Blue,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-206-6.html
1413-211-3,GMT-Master II  Certified Pre-Owned,2014,116710,40,15400,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master-ii/1413-211-3.html
1413-204-4,Day-Date  Certified Pre-Owned,2018,228239,40,42000,sales box (original),https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1413-204-4.html
1413-201-1,Explorer II  Certified Pre-Owned,1999,16570,40,11000,White,https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1413-201-1.html
1413-202-2,Explorer II  Certified Pre-Owned,2007,16570,40,11500,"White
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer-ii/1413-202-2.html
1413-200-0,Sea-Dweller  Certified Pre-Owned,2004,16600,40,11400,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/sea-dweller/1413-200-0.html
1413-198-3,Cosmograph Daytona  Certified Pre-Owned,2016,116500,40,32000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/cosmograph-daytona/1413-198-3.html
1413-025-3,Datejust  Certified Pre-Owned,2012,116300,41,10600,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-025-3.html
1413-078-6,Datejust  Certified Pre-Owned,1988,16013,36,7000,Water resistance,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-078-6.html
1413-103-0,Datejust  Certified Pre-Owned,1989,16233,36,9000,Champagne,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-103-0.html
1413-022-0,Datejust  Certified Pre-Owned,1990,16220,36,7200,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-022-0.html
1413-017-3,Datejust  Certified Pre-Owned,2011,116200,36,8900,"Silver
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-017-3.html
1413-021-9,Datejust  Certified Pre-Owned,2005,16200,36,7000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-021-9.html
1413-020-8,Datejust  Certified Pre-Owned,2004,16200,36,7000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-020-8.html
1413-019-5,Date  Certified Pre-Owned,1992,15210,34,6000,White,https://www.bucherer.com/rolex-certified-pre-owned/watches/date/1413-019-5.html
1413-001-5,Datejust  Certified Pre-Owned,2006,116234,36,10000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1413-001-5.html
1412-997-2,Datejust  Certified Pre-Owned,1997,16234,36,7500,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1412-997-2.html
1412-998-3,Datejust  Certified Pre-Owned,2006,116234,36,10000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1412-998-3.html
1412-996-1,Datejust  Certified Pre-Owned,2002,16200,36,7000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1412-996-1.html
1412-999-4,Datejust  Certified Pre-Owned,2006,116234,36,10000,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1412-999-4.html
1413-000-4,Sky-Dweller  Certified Pre-Owned,2017,326138,42,35000,"Silver
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/sky-dweller/1413-000-4.html
1412-995-0,Datejust  Certified Pre-Owned,2012,116200,36,8900,"White
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1412-995-0.html
1412-992-7,Deepsea  Certified Pre-Owned,2015,116660,44,17500,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/deepsea/1412-992-7.html
1412-988-1,GMT-Master  Certified Pre-Owned,1991,16700,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1412-988-1.html
1412-990-5,Submariner Date  Certified Pre-Owned,2016,116610,40,14000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1412-990-5.html
1412-989-2,GMT-Master  Certified Pre-Owned,1993,16700,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1412-989-2.html
1412-983-6,GMT-Master  Certified Pre-Owned,1996,16700,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1412-983-6.html
1412-984-7,Submariner Date  Certified Pre-Owned,1995,16613,40,14000,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner-date/1412-984-7.html
1412-981-4,Submariner  Certified Pre-Owned,2007,14060M,40,10400,"Black
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/submariner/1412-981-4.html
1412-828-6,Datejust  Certified Pre-Owned,2005,16200,36,7000,White,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1412-828-6.html
1412-827-5,Datejust  Certified Pre-Owned,2007,116200,36,8500,Silver,https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1412-827-5.html
1412-815-1,Day-Date  Certified Pre-Owned,2013,218238,41,43000,Champagne,https://www.bucherer.com/rolex-certified-pre-owned/watches/day-date/1412-815-1.html
1412-811-7,Explorer  Certified Pre-Owned,2014,214270,39,10000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1412-811-7.html
1412-822-0,Datejust  Certified Pre-Owned,2008,116200,36,8900,"White
sales guarantee (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/datejust/1412-822-0.html
1412-797-6,GMT-Master  Certified Pre-Owned,1996,16700,40,15100,sales box (original),https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1412-797-6.html
1412-796-5,GMT-Master  Certified Pre-Owned,1998,16700,40,15000,Black,https://www.bucherer.com/rolex-certified-pre-owned/watches/gmt-master/1412-796-5.html
1412-795-4,Explorer  Certified Pre-Owned,2010,214270,39,10000,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/explorer/1412-795-4.html
1412-462-6,Milgauss  Certified Pre-Owned,2009,116400,40,11400,"Black
sales guarantee (original), sales box (original)",https://www.bucherer.com/rolex-certified-pre-owned/watches/milgauss/1412-462-6.html
